chapter,character,line_number,text_preview,voice_file
"chapter_12","Narrator",332,"The holed stone. The passage. The oldest medicine in Cornwal",""
"chapter_12","Elena",334,"Last time.",""
"chapter_12","Amelia",336,"Last time.",""
"chapter_12","Narrator",338,"She crawls through.",""
"chapter_12","Narrator",340,"On the other side—",""
"chapter_12","Narrator",342,"The moor is the same. But different. The colours are — vivid",""
"chapter_12","Narrator",344,"Elena is standing on the other side. She's smiling.",""
"chapter_12","Narrator",346,"Amelia has never seen her smile.",""
"chapter_12","Elena",348,"Welcome home.",""
"chapter_12","Amelia",350,"Is this — is this what it looks like? The gold?",""
"chapter_12","Elena",352,"This is what it always looked like. You can see it now.",""
"chapter_12","Narrator",354,"The moor. The stone. The wind.",""
"chapter_12","Narrator",356,"Amelia stands in the centre of it like a woman standing in t",""
"chapter_12","Amelia",358,"What do I do now?",""
"chapter_12","Elena",360,"You go back. You live. You see.",""
"chapter_12","Narrator",362,"A pause.",""
"chapter_12","Elena",364,"And you come back. When you're ready. There is always more W",""
"chapter_12","Narrator",366,"The sun rises. The gold light pours over everything.",""
"chapter_12","Narrator",368,"Amelia opens her journal. She writes one word.",""
"chapter_12","Narrator",370,"Gold.",""
"chapter_12","Centered",378,"THE ALCHEMIST\n\nThe Work is done — the first Work. The gold",""
"chapter_12","Narrator",392,"She goes back to the library.",""
"chapter_12","Narrator",394,"One last time. Not for an assignment — just... one last time",""
"chapter_12","Narrator",396,"Her seat. The corner by the history section. The afternoon l",""
"chapter_12","Narrator",398,"An email.",""
"chapter_12","Narrator",400,"From Hawthorne. (Or Simmons, or the department — it doesn't ",""
"chapter_12","Narrator",402,"\""Dear Amelia, We are pleased to offer you a summer research",""
"chapter_12","Narrator",404,"Her hands shake.",""
"chapter_12","Narrator",406,"She reads it twice. Three times.",""
"chapter_12","Narrator",408,"Then she calls Ella.",""
"chapter_12","Ella",410,"Hey! Are you on the train?",""
"chapter_12","Amelia",412,"I found my thing.",""
"chapter_12","Ella",414,"What?",""
"chapter_12","Amelia",416,"I found my thing, Els. I actually found my thing.",""
"chapter_12","Narrator",418,"They talk for an hour. The library empties around her. The l",""
"chapter_12","Narrator",420,"She opens a new notebook. Blank pages. The specific thrill o",""
"chapter_12","Narrator",422,"She writes a title. The beginning of the beginning.",""
"chapter_12","Centered",430,"THE SCHOLAR\n\nAmelia finds her vocation. Not just knowledge",""
"chapter_12","Narrator",444,"She misses the first train.",""
"chapter_12","Narrator",446,"On purpose.",""
"chapter_12","Narrator",448,"Because Raj said 'one more lunch' and Liz said 'you can't le",""
"chapter_12","Narrator",450,"The lunch stretches. Into the afternoon. Into the evening.",""
"chapter_12","Narrator",452,"Raj cooks. Of course he does. Daal, because that's where it ",""
"chapter_12","Narrator",458,"Sarah calls. On speakerphone.",""
"chapter_12","Sarah",460,"I can hear Raj's daal from Devon.",""
"chapter_12","Raj",462,"That's the cumin.",""
"chapter_12","Sarah",464,"Save me a bowl. I'll be there in September.",""
"chapter_12","Narrator",466,"They sit around the table. The kitchen — their kitchen — is ",""
"chapter_12","Lucas",468,"I'm not making a speech.",""
"chapter_12","Liz",470,"Nobody asked you to.",""
"chapter_12","Lucas",472,"Good.",""
"chapter_12","Narrator",474,"A pause.",""
"chapter_12","Lucas",476,"But — I'm glad you're all here.",""
"chapter_12","Narrator",478,"It's the most Lucas has ever said about his feelings. The ta",""
"chapter_12","Raj",480,"Mate...",""
"chapter_12","Lucas",482,"Don't.",""
"chapter_12","Narrator",484,"But he's smiling.",""
"chapter_12","Narrator",486,"Amelia looks at them. This ridiculous, beautiful, broken, re",""
"chapter_12","Narrator",488,"This is the gold. This table. These people. This specific, u",""
"chapter_12","Narrator",490,"She takes the last train. She texts from the carriage:",""
"chapter_12","Narrator",492,"amelia: i'm going to miss you idiots more than is medically ",""
"chapter_12","Narrator",494,"raj: same",""
"chapter_12","Narrator",496,"liz: 😭❤️",""
"chapter_12","Narrator",498,"lucas: see you in september",""
"chapter_12","Centered",506,"THE COMPANION\n\nAmelia discovers that the great work was ne",""
"chapter_12","Narrator",520,"Home.",""
"chapter_12","Narrator",524,"Normal things.",""
"chapter_12","Narrator",526,"Then, a Tuesday. An email she applied for weeks ago and forg",""
"chapter_12","Narrator",528,"\""Dear Amelia, We are delighted to offer you a volunteer pos",""
"chapter_12","Narrator",537,"Then the first real shift.",""
"chapter_12","Narrator",539,"The phone rings.",""
"chapter_12","Narrator",541,"It's 11pm. The caller is anonymous. The voice is quiet.",""
"chapter_12","Narrator",543,"Amelia picks up.",""
"chapter_12","Amelia",545,"Hello. Samaritans. My name is Amelia.",""
"chapter_12","Narrator",547,"A pause.",""
"chapter_12","Narrator",549,"Then:",""
"chapter_12","Narrator",551,"'I don't know why I'm calling.'",""
"chapter_12","Amelia",553,"That's okay. You don't need a reason.",""
"chapter_12","Narrator",555,"'I just — I needed someone to be there.'",""
"chapter_12","Amelia",557,"I'm here.",""
"chapter_12","Narrator",559,"She doesn't know what to say next.",""
"chapter_12","Narrator",561,"But she stays on the line.",""
"chapter_12","Narrator",563,"Because that's what matters. Not the words. Not the right th",""
"chapter_12","Narrator",566,"Her phone buzzes after the shift. A text from Sarah.",""
"chapter_12","Narrator",568,"sarah: photo attached",""
"chapter_12","Narrator",570,"A sunrise. Devon. The moor.",""
"chapter_12","Narrator",572,"sarah: i watched this today. thought of you. x",""
"chapter_12","Centered",580,"THE HEALER\n\nAmelia stays on the line. She will always stay",""
"chapter_12","Narrator",591,"The train. London approaching.",""
"chapter_12","Narrator",593,"She doesn't read. She doesn't write. She watches.",""
"chapter_12","Narrator",598,"Devon becomes Somerset becomes Surrey becomes London.",""
"chapter_12","Narrator",600,"Her phone has texts from everyone.",""
"chapter_12","Narrator",602,"From Ella: \""I'm at Paddington. We're getting coffee. Non-ne",""
"chapter_12","Narrator",605,"From Hawthorne: \""Your essay mark: 78%%. Don't let it go to ",""
"chapter_12","Narrator",607,"From Simmons: \""You did beautifully. Go home and rest. That'",""
"chapter_12","Narrator",609,"From Maya: \""The sun rises every day. So will you.\""",""
"chapter_12","Narrator",611,"From Elena: \""Meur ras. Duw genes. The Work continues.\""",""
"chapter_12","Narrator",615,"From her mother: \""Your room is ready. Dad made bolognese. (",""
"chapter_12","Narrator",620,"She closes her eyes.",""
"chapter_12","Narrator",625,"She sees Sarah's face. In the hospital. Looking at her. Aliv",""
"chapter_12","Narrator",627,"She sees Sarah's bench. The brass plaque. Fresh flowers.",""
"chapter_12","Narrator",629,"She opens her eyes.",""
"chapter_12","Narrator",634,"The train. England outside the window.",""
"chapter_12","Narrator",636,"Nothing is perfect. Her exams were good, not brilliant. Her ",""
"chapter_12","Narrator",638,"But.",""
"chapter_12","Narrator",640,"She is more than she was. She knows more of herself. She car",""
"chapter_12","Narrator",642,"Paddington. The doors open.",""
"chapter_12","Ella",646,"Welcome home, stranger.",""
"chapter_12","Narrator",648,"Amelia steps off the train.",""
"chapter_12","Narrator",650,"The sun is shining.",""
"chapter_12","Centered",658,"THE WHOLE\n\nNothing is perfect. Everything is enough.\nAmel",""
"chapter_12","Narrator",669,"The train.",""
"chapter_12","Narrator",674,"She watches the landscape change.",""
"chapter_12","Narrator",676,"Cornwall disappeared behind a headland twenty minutes ago. D",""
"chapter_12","Narrator",678,"Some things worked this year. Some didn't.",""
"chapter_12","Narrator",680,"She made friends. She lost someone. She passed her exams. Sh",""
"chapter_12","Narrator",682,"The train rocks. The rhythm of it.",""
"chapter_12","Narrator",684,"She opens her journal. The first page — September. Her handw",""
"chapter_12","Narrator",686,"September 15th. Plymouth. I'm here. The room is small. The b",""
"chapter_12","Narrator",688,"She turns to the last page. Blank.",""
"chapter_12","Narrator",690,"She writes.",""
"chapter_12","Narrator",692,"June 12th. The train home.",""
"chapter_12","Narrator",694,"I don't know what I am yet. But I know what I've been. And I",""
"chapter_12","Narrator",696,"She closes the journal.",""
"chapter_12","Narrator",698,"The train crosses into London. The buildings multiply. The s",""
"chapter_12","Narrator",700,"Paddington.",""
"chapter_12","Narrator",702,"She picks up her bag. She steps off the train.",""
"chapter_12","Narrator",704,"Somewhere, a lifetime away, the sea is still there. Cornwall",""
"chapter_12","Narrator",706,"Still there. Even when you can't see them.",""
"chapter_12","Centered",714,"THE BITTERSWEET\n\nThe most honest ending. Some gold, some l",""
"chapter_12","Centered",728,"THE CK: AMELIA\n\nA story about a girl who went to universit",""
"chapter_12","Centered",732,"Thank you for playing.",""
"chapter_12","Centered",737,"If this story affected you, please reach out.\n\nSamaritans:",""
"chapter_2","Centered",26,"Chapter Two\n\nThe Call to Adventure",""
"chapter_2","Narrator",38,"Six-thirty in the morning. The sky hasn't decided what colou",""
"chapter_2","Mrs. James",42,"There's rice and peas in the blue one, ackee in the green, a",""
"chapter_2","Mr. James",44,"I won't eat the patties.",""
"chapter_2","Mrs. James",46,"You will eat the patties. I know you.",""
"chapter_2","Narrator",50,"Lily is leaning against the hallway wall in her pyjamas. She",""
"chapter_2","Lily",52,"Bit early, isn't it.",""
"chapter_2","Amelia",54,"It's a four-hour drive.",""
"chapter_2","Lily",56,"Could've left at a normal time like normal people.",""
"chapter_2","Narrator",58,"The silence that follows is louder than the words.",""
"chapter_2","Narrator",62,"Amelia looks at her sister. Lily isn't looking back.",""
"chapter_2","Amelia",69,"Lils. Look after mum and dad for me, yeah?",""
"chapter_2","Narrator",71,"Lily's jaw tightens.",""
"chapter_2","Lily",73,"They don't need looking after.",""
"chapter_2","Amelia",75,"Yeah, they do. Mum's going to pretend she's fine for about t",""
"chapter_2","Narrator",77,"A beat. The tiniest crack in Lily's armour.",""
"chapter_2","Lily",79,"...He's already bought wood.",""
"chapter_2","Amelia",81,"See? You're the one who's here now. You're the one who matte",""
"chapter_2","Lily",85,"You'd better text me. Like, actually text me. Not just heart",""
"chapter_2","Amelia",87,"Every day.",""
"chapter_2","Lily",89,"Liar.",""
"chapter_2","Amelia",96,"Lils. You can call me anytime. About anything. I mean it.",""
"chapter_2","Narrator",98,"Lily looks at the floor.",""
"chapter_2","Lily",100,"Why would I need to call you?",""
"chapter_2","Amelia",102,"Because you're sixteen and the world is rubbish and sometime",""
"chapter_2","Narrator",104,"A pause.",""
"chapter_2","Amelia",106,"I'm serious. Three in the morning. Doesn't matter. If someth",""
"chapter_2","Narrator",108,"Lily blinks. Something in the way Amelia says 'anything at a",""
"chapter_2","Lily",110,"...Okay.",""
"chapter_2","Amelia",112,"Promise?",""
"chapter_2","Lily",114,"God, you're so dramatic.",""
"chapter_2","Narrator",116,"But she nods. And when she hugs Amelia, she holds on for lon",""
"chapter_2","Narrator",118,"Grace appears in the doorway. Eyes already red.",""
"chapter_2","Mrs. James",120,"Right. Are we — is it time?",""
"chapter_2","Mr. James",122,"It's time, love.",""
"chapter_2","Narrator",124,"Grace hugs Amelia. The kind of hug that has a whole speech c",""
"chapter_2","Mrs. James",126,"You call me when you arrive.",""
"chapter_2","Amelia",128,"I will.",""
"chapter_2","Mrs. James",130,"You eat proper food.",""
"chapter_2","Amelia",132,"I will.",""
"chapter_2","Mrs. James",134,"You don't let anyone make you feel small.",""
"chapter_2","Narrator",136,"That one isn't a question.",""
"chapter_2","Amelia",138,"I won't, Mum.",""
"chapter_2","Narrator",140,"Grace holds her face between her hands. Studies it. Files it",""
"chapter_2","Mrs. James",142,"My girl.",""
"chapter_2","Narrator",144,"David is already in the car. Engine running. Pretending he's",""
"chapter_2","Narrator",146,"Amelia gets in. Seatbelt on. The Tupperware on top of the Tu",""
"chapter_2","Narrator",148,"In the rear-view mirror: Grace waving. Lily standing behind ",""
"chapter_2","Narrator",150,"The car pulls away.",""
"chapter_2","Narrator",165,"The M25. The M3. The M5. England unspooling through the wind",""
"chapter_2","Narrator",167,"David drives the way he does everything — steady, careful, b",""
"chapter_2","Narrator",169,"They pass Stonehenge. It's smaller than you'd think — it alw",""
"chapter_2","Mr. James",175,"About what you said. At dinner.",""
"chapter_2","Amelia",177,"Which bit?",""
"chapter_2","Mr. James",179,"The degree. Being the first.",""
"chapter_2","Narrator",181,"He checks his mirror. Changes lanes. Checks it again.",""
"chapter_2","Mr. James",183,"You know we're proud of you whatever happens, right? Degree ",""
"chapter_2","Narrator",185,"He grips the steering wheel a fraction tighter.",""
"chapter_2","Mr. James",187,"You don't owe us anything, Amelia. You understand? You being",""
"chapter_2","Narrator",189,"She looks at him. His jaw is set. His eyes are on the road.",""
"chapter_2","Amelia",191,"Thanks, Dad.",""
"chapter_2","Mr. James",193,"Right. Good. That's — right.",""
"chapter_2","Narrator",195,"He turns the radio up slightly. Subject closed.",""
"chapter_2","Mr. James",198,"About what you said last night. About finding out who you ar",""
"chapter_2","Amelia",200,"Yeah?",""
"chapter_2","Mr. James",202,"I didn't find out who I was until I was about thirty-five. A",""
"chapter_2","Amelia",204,"What changed at thirty-five?",""
"chapter_2","Mr. James",206,"Your mum told me to stop trying to be someone and just be so",""
"chapter_2","Narrator",208,"He gives her the smallest smile.",""
"chapter_2","Mr. James",210,"You'll work it out. You're smarter than me.",""
"chapter_2","Amelia",212,"That's a low bar, Dad.",""
"chapter_2","Mr. James",214,"Oi.",""
"chapter_2","Mr. James",217,"That alchemy stuff you were talking about.",""
"chapter_2","Amelia",219,"You don't have to pretend to be interested, Dad.",""
"chapter_2","Mr. James",221,"I'm not pretending. I don't understand it, but I could see i",""
"chapter_2","Narrator",223,"He pauses.",""
"chapter_2","Mr. James",225,"Just... don't join a cult, yeah?",""
"chapter_2","Amelia",227,"Dad.",""
"chapter_2","Mr. James",229,"I'm serious. No cults. That's the one rule.",""
"chapter_2","Amelia",231,"No cults. Promise.",""
"chapter_2","Mr. James",233,"Right.",""
"chapter_2","Narrator",235,"The miles pass. Service station tea that tastes like regret.",""
"chapter_2","Narrator",237,"David eats exactly three of the patties. He was never not go",""
"chapter_2","Narrator",247,"And then — between one hill and the next — the sea.",""
"chapter_2","Narrator",251,"Amelia's breath catches.",""
"chapter_2","Narrator",253,"Oh.",""
"chapter_2","Mr. James",257,"There it is.",""
"chapter_2","Narrator",259,"He says it quietly, like he's seeing it too.",""
"chapter_2","Narrator",261,"This is real. I'm actually doing this.",""
"chapter_2","Narrator",263,"They follow the signs to the university. Down through street",""
"chapter_2","Narrator",273,"The corridor smells of paint and bleach and industrial carpe",""
"chapter_2","Narrator",275,"David carries the heaviest box. Amelia carries the rest. The",""
"chapter_2","Narrator",277,"Her room is Room 14. Single bed, single desk, single wardrob",""
"chapter_2","Narrator",279,"David puts the last box down and stands in the middle of the",""
"chapter_2","Mr. James",281,"It's... cosy.",""
"chapter_2","Amelia",283,"It's tiny, Dad.",""
"chapter_2","Mr. James",285,"Cosy. That's what I said.",""
"chapter_2","Narrator",289,"And then it's time.",""
"chapter_2","Mr. James",291,"Right, then.",""
"chapter_2","Amelia",293,"Yeah.",""
"chapter_2","Narrator",295,"He pulls her into a hug. David doesn't hug often, but when h",""
"chapter_2","Mr. James",297,"You call your mum.",""
"chapter_2","Amelia",299,"I know.",""
"chapter_2","Mr. James",301,"And eat the food. It'll go off.",""
"chapter_2","Amelia",303,"I know, Dad.",""
"chapter_2","Mr. James",305,"Right.",""
"chapter_2","Narrator",307,"He leaves. She listens to his footsteps down the corridor — ",""
"chapter_2","Narrator",309,"She watches from the window. The van pulling away. The indic",""
"chapter_2","Narrator",311,"She sits on the bed. The duvet is wrong — it's the one from ",""
"chapter_2","Narrator",313,"This is it.",""
"chapter_2","Narrator",315,"The walls are white. The desk is empty. The wardrobe is open",""
"chapter_2","Narrator",317,"This is — actually, completely — it.",""
"chapter_2","Narrator",324,"She's been sitting on the bed for seventeen minutes, staring",""
"chapter_2","Narrator",327,"Three rapid knocks. A muffled voice:",""
"chapter_2","Liz",329,"Hiya! Are you — oh, hang on, which one's yours — yeah! Are y",""
"chapter_2","Narrator",331,"Before Amelia can answer, the door opens — she hadn't locked",""
"chapter_2","Liz",333,"Oh brilliant, you're here! I'm Liz, I'm in fifteen, I heard ",""
"chapter_2","Amelia",335,"Shell-shocked?",""
"chapter_2","Liz",337,"I was going to say 'new,' but yeah, that too.",""
"chapter_2","Liz",341,"I'm Marine Biology. Cardiff. My name's Elizabeth officially ",""
"chapter_2","Narrator",343,"She takes a breath.",""
"chapter_2","Liz",345,"Also — and this is important — I have a dog at home called M",""
"chapter_2","Narrator",349,"Amelia looks at this whirlwind of a person who has invaded h",""
"chapter_2","Amelia",356,"Tell me everything about Marvin immediately.",""
"chapter_2","Narrator",358,"Liz's face lights up like Christmas.",""
"chapter_2","Liz",360,"Oh my GOD. Right. So. He's a cockapoo — that's a cockerspani",""
"chapter_2","Narrator",362,"She pulls out her phone. The camera roll is approximately 80",""
"chapter_2","Amelia",364,"He does sit like a person.",""
"chapter_2","Liz",366,"I KNOW! My mum says he's got more emotional intelligence tha",""
"chapter_2","Narrator",368,"And just like that, the silence in Room 14 is gone. Replaced",""
"chapter_2","Amelia",374,"It's nice to meet you too, Liz.",""
"chapter_2","Liz",378,"Oh — yeah! Course. Sorry, I'm a lot, I know. My mum says I'm",""
"chapter_2","Amelia",380,"That's... quite an image.",""
"chapter_2","Liz",382,"It's accurate, to be fair.",""
"chapter_2","Narrator",384,"She rocks on her heels.",""
"chapter_2","Liz",386,"Well — if you want tea or anything, I'm right next door. I b",""
"chapter_2","Narrator",400,"Seven o'clock. The communal kitchen has the aesthetic of a p",""
"chapter_2","Narrator",402,"But it's warm, and it smells of something good, and people a",""
"chapter_2","Narrator",406,"That's Lucas.",""
"chapter_2","Raj",410,"Hey! New person. You hungry? There's always enough.",""
"chapter_2","Narrator",412,"He says it like a fact about the universe. There is always e",""
"chapter_2","Narrator",414,"That's Raj.",""
"chapter_2","Narrator",418,"She looks up when Amelia enters. Their eyes meet.",""
"chapter_2","Narrator",420,"She almost smiles. Then she looks away.",""
"chapter_2","Narrator",422,"That's Sarah.",""
"chapter_2","Narrator",433,"She goes to Raj. It's the easiest choice — he's already invi",""
"chapter_2","Amelia",435,"What are you making?",""
"chapter_2","Raj",437,"Dhal. My nan's recipe. Well, my nan's recipe adjusted for th",""
"chapter_2","Narrator",439,"He ladles some into a bowl and hands it to her.",""
"chapter_2","Raj",441,"I'm Raj. Manchester.",""
"chapter_2","Amelia",443,"Amelia. Bromley.",""
"chapter_2","Raj",445,"London girl. Nice. Psychology?",""
"chapter_2","Amelia",447,"How did you—",""
"chapter_2","Raj",449,"Everyone on this floor is Psychology or Marine Biology. We a",""
"chapter_2","Narrator",451,"They eat standing at the counter. The dhal is spectacular.",""
"chapter_2","Amelia",453,"This is amazing.",""
"chapter_2","Raj",455,"Tell my dad that. He thinks I should be running a shop inste",""
"chapter_2","Narrator",457,"He says it lightly. But there's a weight under it that she f",""
"chapter_2","Amelia",466,"Hi.",""
"chapter_2","Narrator",468,"He looks up. Studies her for exactly the right amount of tim",""
"chapter_2","Lucas",470,"Hi.",""
"chapter_2","Narrator",472,"Pause.",""
"chapter_2","Lucas",474,"Lucas.",""
"chapter_2","Amelia",476,"Amelia.",""
"chapter_2","Narrator",478,"Another pause. He doesn't fill it. She realises she doesn't ",""
"chapter_2","Amelia",480,"What are you reading?",""
"chapter_2","Narrator",482,"He turns the book so she can see the cover. The Archetypes a",""
"chapter_2","Amelia",484,"Is that for the course?",""
"chapter_2","Lucas",486,"No.",""
"chapter_2","Narrator",488,"Beat.",""
"chapter_2","Lucas",490,"It's for me.",""
"chapter_2","Amelia",495,"I've been reading Jung too. Man and His Symbols. Someone wro",""
"chapter_2","Lucas",497,"...Notes in the margins?",""
"chapter_2","Amelia",499,"Yeah. In pencil. Things like 'pay attention to the Shadow.'",""
"chapter_2","Narrator",501,"He looks at her. Really looks at her. Something shifts behin",""
"chapter_2","Lucas",503,"That's — yeah. We should talk about that.",""
"chapter_2","Narrator",505,"He almost smiles.",""
"chapter_2","Narrator",512,"She goes to the window. She doesn't entirely know why.",""
"chapter_2","Narrator",514,"The girl looks up. Blue eyes. The kind that remind you of wa",""
"chapter_2","Amelia",516,"Hi. I'm Amelia.",""
"chapter_2","Narrator",518,"A pause. Just long enough that Amelia wonders if she's made ",""
"chapter_2","Sarah",520,"Sarah.",""
"chapter_2","Narrator",522,"She says her name like it's something she's not sure she's a",""
"chapter_2","Amelia",524,"Are you psychology too?",""
"chapter_2","Sarah",526,"Yeah.",""
"chapter_2","Narrator",528,"Sarah takes a sip of her tea. Then, as if deciding something",""
"chapter_2","Sarah",530,"It's a weird night, isn't it? Like — all these strangers in ",""
"chapter_2","Amelia",532,"I've been pretending for about six hours. I'm getting quite ",""
"chapter_2","Narrator",534,"Sarah almost-smiles. It's brief and beautiful, like a bird l",""
"chapter_2","Sarah",536,"I think I've been pretending for longer than that.",""
"chapter_2","Narrator",538,"They sit in silence for a moment. Outside the window, the ca",""
"chapter_2","Narrator",540,"The kitchen fills slowly. More people. A girl from Marine Bi",""
"chapter_2","Narrator",542,"It's not home. But it's warm, and there's food, and for a mo",""
"chapter_2","Narrator",552,"The next five days hit like a wave.",""
"chapter_2","Narrator",559,"Campus tour: a third-year student walking backwards at speed",""
"chapter_2","Narrator",564,"The psychology department: a building that smells of new car",""
"chapter_2","Narrator",566,"Societies fair: too many leaflets, too many people in brande",""
"chapter_2","Narrator",568,"This is a lot. This is — genuinely — a lot.",""
"chapter_2","Narrator",570,"She texts Ella:",""
"chapter_2","Narrator",572,"it's so much ella. there are so many people. someone in a ma",""
"chapter_2","Narrator",574,"Ella replies in four seconds:",""
"chapter_2","Narrator",576,"DID YOU HUG THE MASCOT",""
"chapter_2","Narrator",578,"i did not hug the mascot",""
"chapter_2","Narrator",580,"COWARD",""
"chapter_2","Narrator",592,"Thursday night. The SU.",""
"chapter_2","Narrator",594,"From outside it looks like a regular building having a seizu",""
"chapter_2","Narrator",598,"Liz has dragged Amelia here. Liz is already dancing. Liz was",""
"chapter_2","Liz",600,"COME ON!",""
"chapter_2","Narrator",606,"The music pounds. People she doesn't know shout over it.",""
"chapter_2","Narrator",612,"She drinks the cough medicine. She goes to the dance floor. ",""
"chapter_2","Narrator",614,"She doesn't dance well — she never has, she knows this, she ",""
"chapter_2","Narrator",616,"She meets people. A girl from History who's already lost her",""
"chapter_2","Narrator",618,"Liz is delighted.",""
"chapter_2","Liz",620,"SEE! I TOLD YOU! THIS IS WHAT UNI IS!",""
"chapter_2","Narrator",622,"It's not what uni is. But it's one thing uni is, and tonight",""
"chapter_2","Narrator",624,"She stays until the lights come on at 2am and the magic brea",""
"chapter_2","Narrator",626,"I did that. I actually did that.",""
"chapter_2","Narrator",632,"She finds a spot near the wall, behind a pillar, where the m",""
"chapter_2","Narrator",634,"And she watches.",""
"chapter_2","Narrator",638,"Everybody in this room is performing a version of themselves",""
"chapter_2","Narrator",640,"It's like watching a Milgram experiment in real time. Social",""
"chapter_2","Narrator",642,"Liz appears, sweaty and glowing.",""
"chapter_2","Liz",644,"You okay? You've been standing here for ages.",""
"chapter_2","Amelia",646,"I'm fine. Honestly. I'm enjoying this.",""
"chapter_2","Liz",648,"From... over here? By the pillar?",""
"chapter_2","Amelia",650,"Best seat in the house.",""
"chapter_2","Narrator",652,"Liz doesn't get it, but she respects it. She brings Amelia a",""
"chapter_2","Narrator",661,"She slips out. The night air hits her like a mercy.",""
"chapter_2","Narrator",663,"She finds a bench outside the SU, away from the smokers, and",""
"chapter_2","Narrator",665,"Ella picks up on the second ring.",""
"chapter_2","Ella",667,"Oi. Aren't you supposed to be out? It's freshers'. You're me",""
"chapter_2","Amelia",669,"I was inside for about forty minutes and I think my soul lef",""
"chapter_2","Ella",671,"That bad?",""
"chapter_2","Amelia",673,"Ella. The floor was so sticky. I could feel it through my sh",""
"chapter_2","Ella",675,"Okay, gross, but also — that's the experience? Like, sticky ",""
"chapter_2","Amelia",677,"I'm not ready for this rite of passage. I want the rite of p",""
"chapter_2","Ella",679,"Babe. That's a library. You already know how to do that.",""
"chapter_2","Narrator",681,"They talk for an hour. About nothing. About everything. Abou",""
"chapter_2","Narrator",683,"By the end, the panic has dissolved. Not gone — dissolved. A",""
"chapter_2","Ella",685,"Go back to your room. Make tea. You survived your first nigh",""
"chapter_2","Narrator",697,"Monday. Nine a.m. Lecture Theatre 1.",""
"chapter_2","Narrator",701,"Two hundred first-year psychology students, hung over and an",""
"chapter_2","Narrator",705,"He lets the silence grow.",""
"chapter_2","Narrator",707,"And grow.",""
"chapter_2","Narrator",709,"Someone coughs. Someone else whispers. A phone vibrates.",""
"chapter_2","Narrator",711,"Then:",""
"chapter_2","Prof. Hawthorne",713,"Psychology.",""
"chapter_2","Narrator",715,"He lets the word sit there.",""
"chapter_2","Prof. Hawthorne",717,"The study of behaviour and mind. The logos of the psyche. Yo",""
"chapter_2","Narrator",719,"His voice is quiet. The room gets quieter to match.",""
"chapter_2","Prof. Hawthorne",721,"It is also — if you are paying attention — the study of ever",""
"chapter_2","Narrator",723,"Total silence.",""
"chapter_2","Prof. Hawthorne",725,"I don't say that to alarm you. I say it because it is the tr",""
"chapter_2","Narrator",727,"He picks up a piece of chalk. Writes on the board, in large ",""
"chapter_2","Prof. Hawthorne",729,"Inscribed above the entrance to the Temple of Apollo at Delp",""
"chapter_2","Narrator",731,"He looks at the room.",""
"chapter_2","Prof. Hawthorne",733,"My name is Professor Hawthorne. I will be teaching your Foun",""
"chapter_2","Narrator",735,"A ripple of nervous laughter.",""
"chapter_2","Prof. Hawthorne",737,"You may find this programme difficult. You may find it rewar",""
"chapter_2","Narrator",739,"No one raises a hand.",""
"chapter_2","Prof. Hawthorne",741,"Good. Then we begin.",""
"chapter_2","Narrator",745,"Amelia sits in the fourth row, pen in hand, heart in throat.",""
"chapter_2","Narrator",751,"He's terrifying. In the best way.",""
"chapter_2","Narrator",753,"She writes the date at the top of her notebook. Underlines i",""
"chapter_2","Narrator",755,"I'm going to work so hard he has no choice but to notice. I'",""
"chapter_2","Narrator",757,"Hawthorne begins the lecture. She writes down every word.",""
"chapter_2","Narrator",763,"That's exactly why I'm here.",""
"chapter_2","Narrator",765,"Not for the degree. Not for the career. Not for the proud lo",""
"chapter_2","Narrator",767,"I'm here because I don't know myself. I don't know why I thi",""
"chapter_2","Narrator",769,"She writes 'KNOW THYSELF' in her notebook and draws a box ar",""
"chapter_2","Narrator",771,"Let's find out.",""
"chapter_2","Narrator",777,"Everything you're afraid to look at in yourself.",""
"chapter_2","Narrator",779,"The words land somewhere below her ribs. Not her mind — her ",""
"chapter_2","Narrator",781,"There's something I'm afraid to look at. I don't know what i",""
"chapter_2","Narrator",786,"The Paracelsus book said something similar. 'He who knows hi",""
"chapter_2","Liz",802,"We're going to a party.",""
"chapter_2","Amelia",804,"We are?",""
"chapter_2","Liz",806,"Third-floor flat. Someone called Jake? I don't know him but ",""
"chapter_2","Narrator",812,"And then Amelia walks into the kitchen.",""
"chapter_2","Narrator",816,"Three people are watching her. She turns a card. Looks at it",""
"chapter_2","Maya",818,"The Lovers. Which doesn't mean what you think it means. It's",""
"chapter_2","Narrator",820,"The person across from her looks relieved.",""
"chapter_2","Maya",822,"Or it's about romance. Cards are ambiguous like that. Very o",""
"chapter_2","Narrator",824,"She looks up. Her eyes find Amelia.",""
"chapter_2","Maya",826,"Want to know your fortune?",""
"chapter_2","Amelia",828,"I... sure?",""
"chapter_2","Maya",832,"Cut the deck. Left hand. Don't think about it.",""
"chapter_2","Narrator",834,"Amelia cuts the deck.",""
"chapter_2","Narrator",836,"Maya turns the top card.",""
"chapter_2","Narrator",838,"The card shows a tower being struck by lightning. Flames. Fi",""
"chapter_2","Maya",840,"The Tower.",""
"chapter_2","Maya",844,"Don't worry. It's actually a good card.",""
"chapter_2","Amelia",846,"That doesn't look like a good card.",""
"chapter_2","Maya",848,"It means destruction. But it means necessary destruction. Bu",""
"chapter_2","Narrator",850,"She taps the card.",""
