chapter;show keyword;characters;environment;artstyle;ai prompt;prompt format template
3_refusal_of_the_call.rpy;show scientist_explaining_mba_full;Scientist (middle-aged, fair skin, short grey hair, wearing a lab coat);Marine Biological Association (aquarium tanks, marine displays, scientific equipment);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"A middle-aged scientist explaining something at the Marine Biological Association. The scientist has fair skin, short grey hair, and is wearing a lab coat. The Marine Biological Association has aquarium tanks, marine displays, and scientific equipment. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] explaining something at the Marine Biological Association. They are wearing [clothes]. The Marine Biological Association has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_raising_hand_mba_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Marine Biological Association (aquarium tanks, marine displays, scientific equipment);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia raising her hand at the Marine Biological Association. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The Marine Biological Association has aquarium tanks, marine displays, and scientific equipment. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] raising her hand at the Marine Biological Association. They are wearing [clothes]. The Marine Biological Association has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show scientist_pleased_mba_full;Scientist (middle-aged, fair skin, short grey hair, wearing a lab coat);Marine Biological Association (aquarium tanks, marine displays, scientific equipment);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"A middle-aged scientist pleased at the Marine Biological Association. The scientist has fair skin, short grey hair, and is wearing a lab coat. The Marine Biological Association has aquarium tanks, marine displays, and scientific equipment. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] pleased at the Marine Biological Association. They are wearing [clothes]. The Marine Biological Association has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_writing_mba_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Marine Biological Association (aquarium tanks, marine displays, scientific equipment);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia writing at the Marine Biological Association. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The Marine Biological Association has aquarium tanks, marine displays, and scientific equipment. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] writing at the Marine Biological Association. They are wearing [clothes]. The Marine Biological Association has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_exploring_hoe_park_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Hoe Park (open green space, view of Plymouth Sound, paths, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia exploring Hoe Park. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. Hoe Park is an open green space with a view of Plymouth Sound, paths, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] exploring Hoe Park. They are wearing [clothes]. Hoe Park has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_joining_tai_chi_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Tai chi group (varied ages, casual workout clothes);Hoe Park (open green space, view of Plymouth Sound, paths, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia joining a tai chi group in Hoe Park. Amelia has fair skin, long brown hair, and blue eyes. The tai chi group is of varied ages and wearing casual workout clothes. Hoe Park is an open green space with a view of Plymouth Sound, paths, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] joining a tai chi group in Hoe Park. The group is [group description]. They are wearing [clothes]. Hoe Park has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show tai_chi_instructor_welcoming_full;Tai Chi instructor (middle-aged, tanned skin, long black hair tied back, wearing traditional tai chi attire);Hoe Park (open green space, view of Plymouth Sound, paths, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"A middle-aged tai chi instructor welcoming participants in Hoe Park. The instructor has tanned skin, long black hair tied back, and is wearing traditional tai chi attire. Hoe Park is an open green space with a view of Plymouth Sound, paths, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] welcoming participants in Hoe Park. They are wearing [clothes]. Hoe Park has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_serene_tai_chi_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual workout clothes);Hoe Park (open green space, view of Plymouth Sound, paths, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia feeling serene while practicing tai chi in Hoe Park. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual workout clothes. Hoe Park is an open green space with a view of Plymouth Sound, paths, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] feeling serene while practicing tai chi in Hoe Park. They are wearing [clothes]. Hoe Park has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_journaling_hoe_park_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Hoe Park (open green space, view of Plymouth Sound, paths, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia journaling in Hoe Park. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. Hoe Park is an open green space with a view of Plymouth Sound, paths, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] journaling in Hoe Park. They are wearing [clothes]. Hoe Park has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_lucas_campus_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Lucas (18, light brown skin, short black hair, brown eyes, wearing casual clothes);Campus (university buildings, students walking, trees, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia meeting Lucas on campus. Amelia has fair skin, long brown hair, and blue eyes. Lucas has light brown skin, short black hair, and brown eyes. They are both wearing casual clothes. The campus has university buildings, students walking, trees, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] meeting Lucas on campus. Lucas is [Lucas description]. They are wearing [clothes]. The campus has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_curious_lucas_campus_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Lucas (18, light brown skin, short black hair, brown eyes, wearing casual clothes);Campus (university buildings, students walking, trees, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia curious while talking to Lucas on campus. Amelia has fair skin, long brown hair, and blue eyes. Lucas has light brown skin, short black hair, and brown eyes. They are both wearing casual clothes. The campus has university buildings, students walking, trees, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] curious while talking to Lucas on campus. Lucas is [Lucas description]. They are wearing [clothes]. The campus has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_excited_lucas_campus_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Lucas (18, light brown skin, short black hair, brown eyes, wearing casual clothes);Campus (university buildings, students walking, trees, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia excited while talking to Lucas on campus. Amelia has fair skin, long brown hair, and blue eyes. Lucas has light brown skin, short black hair, and brown eyes. They are both wearing casual clothes. The campus has university buildings, students walking, trees, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] excited while talking to Lucas on campus. Lucas is [Lucas description]. They are wearing [clothes]. The campus has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_hesitant_lucas_campus_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Lucas (18, light brown skin, short black hair, brown eyes, wearing casual clothes);Campus (university buildings, students walking, trees, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia hesitant while talking to Lucas on campus. Amelia has fair skin, long brown hair, and blue eyes. Lucas has light brown skin, short black hair, and brown eyes. They are both wearing casual clothes. The campus has university buildings, students walking, trees, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] hesitant while talking to Lucas on campus. Lucas is [Lucas description]. They are wearing [clothes]. The campus has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_supportive_lucas_campus_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Lucas (18, light brown skin, short black hair, brown eyes, wearing casual clothes);Campus (university buildings, students walking, trees, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia being supportive while talking to Lucas on campus. Amelia has fair skin, long brown hair, and blue eyes. Lucas has light brown skin, short black hair, and brown eyes. They are both wearing casual clothes. The campus has university buildings, students walking, trees, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] being supportive while talking to Lucas on campus. Lucas is [Lucas description]. They are wearing [clothes]. The campus has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_pensive_lucas_campus_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Lucas (18, light brown skin, short black hair, brown eyes, wearing casual clothes);Campus (university buildings, students walking, trees, benches);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia pensive while talking to Lucas on campus. Amelia has fair skin, long brown hair, and blue eyes. Lucas has light brown skin, short black hair, and brown eyes. They are both wearing casual clothes. The campus has university buildings, students walking, trees, and benches. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] pensive while talking to Lucas on campus. Lucas is [Lucas description]. They are wearing [clothes]. The campus has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_sarah_coffee_shop_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia meeting Sarah at a coffee shop. Amelia has fair skin, long brown hair, and blue eyes. Sarah has pale skin, short blonde hair, and blue eyes. They are both wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] meeting Sarah at a coffee shop. Sarah is [Sarah description]. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_concerned_sarah_coffee_shop_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia concerned while talking to Sarah at a coffee shop. Amelia has fair skin, long brown hair, and blue eyes. Sarah has pale skin, short blonde hair, and blue eyes. They are both wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] concerned while talking to Sarah at a coffee shop. Sarah is [Sarah description]. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_compassionate_sarah_coffee_shop_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia being compassionate while talking to Sarah at a coffee shop. Amelia has fair skin, long brown hair, and blue eyes. Sarah has pale skin, short blonde hair, and blue eyes. They are both wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] being compassionate while talking to Sarah at a coffee shop. Sarah is [Sarah description]. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show sarah_teary_sarah_coffee_shop_full;Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Sarah teary-eyed at a coffee shop. Sarah has pale skin, short blonde hair, and blue eyes. She is wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] teary-eyed at a coffee shop. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show sarah_grateful_sarah_coffee_shop_full;Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Sarah feeling grateful at a coffee shop. Sarah has pale skin, short blonde hair, and blue eyes. She is wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] feeling grateful at a coffee shop. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_thoughtful_sarah_coffee_shop_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia being thoughtful while talking to Sarah at a coffee shop. Amelia has fair skin, long brown hair, and blue eyes. Sarah has pale skin, short blonde hair, and blue eyes. They are both wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] being thoughtful while talking to Sarah at a coffee shop. Sarah is [Sarah description]. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show sarah_considering_sarah_coffee_shop_full;Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Sarah considering something at a coffee shop. Sarah has pale skin, short blonde hair, and blue eyes. She is wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] considering something at a coffee shop. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_supportive_sarah_coffee_shop_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes), Sarah (18, pale skin, short blonde hair, blue eyes, wearing casual clothes);Coffee shop (cozy atmosphere, tables and chairs, patrons enjoying drinks);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia being supportive while talking to Sarah at a coffee shop. Amelia has fair skin, long brown hair, and blue eyes. Sarah has pale skin, short blonde hair, and blue eyes. They are both wearing casual clothes. The coffee shop has a cozy atmosphere with tables and chairs and patrons enjoying drinks. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] being supportive while talking to Sarah at a coffee shop. Sarah is [Sarah description]. They are wearing [clothes]. The coffee shop has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_reflecting_dorm_evening_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Dorm room in the evening (cozy, posters on walls, desk with books, bed neatly made, evening light);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia reflecting in her dorm room in the evening. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The dorm room is cozy with posters on the walls, a desk with books, a neatly made bed, and evening light. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] reflecting in her dorm room in the evening. They are wearing [clothes]. The dorm room has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_pensive_dorm_night_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Dorm room at night (cozy, posters on walls, desk with books, bed neatly made, dim lighting);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia feeling pensive in her dorm room at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The dorm room is cozy with posters on the walls, a desk with books, a neatly made bed, and dim lighting. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] feeling pensive in her dorm room at night. They are wearing [clothes]. The dorm room has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show secret_society_text_full;N/A;Text message interface (phone screen, message text);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"A text message interface on a phone screen showing a mysterious message from a secret society. The message reads: 'We hear you're interested in the deeper mysteries. If you seek true knowledge, come to the old chapel at midnight. Come alone.' Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A text message interface on a phone screen showing a mysterious message from a secret society. The message reads: '[message text]'. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_old_chapel_night_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Old chapel at night (dimly lit, candlelight, ancient architecture);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia at the old chapel at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The old chapel is dimly lit with candlelight and features ancient architecture. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] at the old chapel at night. They are wearing [clothes]. The old chapel has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show amelia_entering_chapel_full;Amelia (18, fair skin, long brown hair, blue eyes, wearing casual clothes);Old chapel at night (dimly lit, candlelight, ancient architecture);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"An 18-year-old girl named Amelia entering the old chapel at night. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The old chapel is dimly lit with candlelight and features ancient architecture. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A [character age]-year-old [character description] entering the old chapel at night. They are wearing [clothes]. The old chapel has [environment details]. [Artstyle] art style.
3_refusal_of_the_call.rpy;show hooded_figure_chapel_full;Hooded figure (unknown age and appearance, wearing a dark hooded cloak);Old chapel at night (dimly lit, candlelight, ancient architecture);"Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";"A hooded figure standing in the old chapel at night. The figure's age and appearance are unknown, as they are wearing a dark hooded cloak. The old chapel is dimly lit with candlelight and features ancient architecture. Mix of Comic Book and Impressionism art style; Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000); Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF); 16:9 format";A hooded figure standing in the old chapel at night. The figure's age and appearance are unknown, as they are wearing [clothes]. The old chapel has [environment details]. [Artstyle] art style.
